Nr.;"Vaiko identifikacinis Nr.";"Vaiko gimimo data";"Prašymo pateikimo data";"Vaiko priėmimo į grupę data";"Priskirtas į įstaigą";"Registruotas mieste";"Atitinka priskirta teritorija";"Vaiko seniūnija";"Sutartis pasirašyta";"Grupės pavadinimas";"Grupės ugdomoji kalba";"Grupės ugdymo metodika";"Grupės tipas";"Grupės amžiaus intervalas";"Darželio pavadinimas";"Darželio seniūnija";"Iš eilės/be eilės";"Laukia eilėje, laukia pakeisti darželį"
9036;6053885086;;;2015-12-21;2015-06-02;Taip;Taip;Fabijoniškių;Taip;Voveraitės;;;"Nuo 6 iki 7 metų";2009-2009;Ozas;Šeškinės;"be eilės";Ne
9037;7978092840;;;2015-12-01;2015-05-30;Taip;Taip;Šeškinės;Taip;Voveraitės;;;"Nuo 6 iki 7 metų";2009-2009;Ozas;Šeškinės;"be eilės";Ne
9038;3269417874;;;2019-09-05;2019-09-03;Taip;Taip;Fabijoniškių;Taip;"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9039;8987831452;;;2020-02-01;2019-04-25;Ne;Ne;-;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9040;3472468379;;;2019-12-02;2019-04-25;Ne;Ne;-;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9041;1092988354;;;2020-02-01;2019-04-25;Taip;Taip;Fabijoniškių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9042;5811261087;;;2019-09-02;2019-04-25;Taip;Taip;Verkių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9043;4347607193;;;2019-11-01;2019-04-23;Taip;Taip;Fabijoniškių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Taip
9044;4941588023;;;2019-09-02;2019-04-19;Taip;Taip;Šeškinės;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9045;4978274341;;;2020-01-01;2019-04-19;Taip;Taip;Šeškinės;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9046;2794839285;;;2019-09-02;2019-04-19;Taip;Taip;Šeškinės;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9047;2326431805;;;2019-09-02;2019-04-19;Taip;Taip;Šeškinės;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9048;2334870680;;;2019-10-01;2019-04-10;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9049;7005571081;;;2019-10-01;2019-04-10;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9050;5126356120;;;2019-09-02;2019-04-23;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9051;3310335918;;;2019-11-01;2019-04-25;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9052;7556190089;;;2019-12-01;2019-04-25;Taip;Ne;Žirmūnų;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Taip
9053;9685593404;;;2019-09-02;2019-04-22;Taip;Taip;Šeškinės;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9054;5008732127;;;2019-11-01;2019-04-23;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9055;4066900299;;;2019-09-02;2019-06-26;Taip;Taip;Fabijoniškių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9056;4694561135;;;2019-09-02;2019-04-30;Taip;Taip;Fabijoniškių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Taip
9057;4792735767;;;2019-09-02;2019-04-30;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9058;5651665799;;;2019-09-02;2019-04-30;Ne;Ne;-;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9059;7756424421;;;2019-09-02;2019-04-20;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9060;4334162942;;;2019-09-02;2019-04-20;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9061;1507372220;;;2019-09-02;2019-04-20;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9062;7884934528;;;2019-09-02;2019-04-20;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9063;7298628220;;;2019-09-02;2019-04-22;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9064;1112829748;;;2019-09-02;2019-04-18;Taip;Taip;Pašilaičių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9065;1699412266;;;2019-09-02;2019-04-20;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9066;8833452950;;;2019-09-02;2019-04-19;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9067;2189280675;;;2019-09-02;2019-04-18;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9068;8860029000;;;2019-09-02;2019-04-25;Taip;Taip;Fabijoniškių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9069;4022390983;;;2019-09-02;2019-04-25;Taip;Taip;Fabijoniškių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Taip
9070;7786745329;;;2019-09-02;2019-06-12;Taip;Taip;Šeškinės;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9071;1398871402;;;2019-09-02;2019-04-30;Taip;Taip;Fabijoniškių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9072;6419221599;;;2019-09-02;2019-06-12;Taip;Taip;Fabijoniškių;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Taip
9073;4673128698;;;2019-09-02;2019-06-12;Taip;Taip;Verkių;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9074;7870419810;;;2019-09-02;2019-04-22;Ne;Ne;-;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9075;2869987587;;;2019-01-01;2018-04-25;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9076;5926100815;;;2018-09-01;2018-04-23;Taip;Ne;-;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9077;9178967858;;;2019-02-01;2018-04-25;Taip;Taip;Fabijoniškių;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9078;5677543279;;;2018-09-01;2018-04-26;Taip;Taip;Fabijoniškių;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9079;2454569369;;;2018-09-01;2018-04-23;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9080;8713970306;;;2018-12-01;2018-04-23;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9081;1803782282;;;2019-01-01;2018-04-19;Taip;Taip;Pašilaičių;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Taip
9082;2819545359;;;2018-09-01;2018-04-25;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9083;3994760698;;;2019-04-01;2018-04-26;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9084;7922667688;;;2018-09-01;2018-04-14;Taip;Taip;Verkių;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9085;1536889312;;;2018-11-01;2018-04-23;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9086;8897904793;;;2019-02-26;2019-02-19;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9087;3723247420;;;2019-04-01;2018-04-20;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9088;1489355274;;;2019-01-01;2018-06-08;Taip;Taip;Šeškinės;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9089;3967307153;;;2019-09-02;2019-04-24;Taip;Taip;Lazdynų;Taip;Drugeliai;;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9090;5866709636;;;2019-09-02;2019-04-22;Ne;Ne;-;Taip;"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9091;2599175140;;;2019-09-02;2019-04-29;Taip;Taip;Pašilaičių;Taip;"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9092;4448447913;;;2019-09-02;2019-04-25;Taip;Taip;Verkių;Taip;"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9093;2030429825;;;2019-09-02;2019-04-26;Taip;Taip;Pašilaičių;Taip;"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Taip
9094;7885855133;;;2019-09-02;2019-04-25;Taip;Taip;Pašilaičių;Taip;"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9095;3037323341;;;2018-02-01;2017-05-24;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9096;6346123124;;;2018-09-01;2018-04-30;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Taip
9097;2248812743;;;2018-09-01;2018-04-23;Taip;Taip;Verkių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"Iš eilės";Ne
9098;3133776891;;;2018-09-01;2018-04-23;Ne;Ne;-;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9099;2139224651;;;2018-09-01;2018-04-22;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9100;9506090620;;;2018-09-01;2018-04-19;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9101;5172367556;;;2018-09-01;2018-04-19;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9102;8923372952;;;2018-09-01;2018-04-26;Taip;Taip;Pašilaičių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9103;7617839839;;;2018-09-01;2018-04-26;Taip;Taip;Pašilaičių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9104;6392066805;;;2018-09-01;2018-04-30;Taip;Taip;Verkių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Taip
9105;8781771299;;;2018-09-01;2018-04-19;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9106;3817138493;;;2018-09-01;2018-06-08;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9107;8371368881;;;2018-09-01;2018-04-21;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9108;6476147361;;;2018-09-01;2018-04-21;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9109;4994121247;;;2018-09-01;2018-04-22;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9110;3902722274;;;2018-09-01;2018-04-30;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9111;7585213159;;;2018-01-01;2017-08-31;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9112;6315443248;;;2018-09-01;2018-04-19;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9113;3139289643;;;2017-09-01;2017-05-31;Taip;Taip;Fabijoniškių;"Sutartis nepasirašyta";Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9114;6186850614;;;2018-09-04;2018-08-27;Taip;Taip;Šeškinės;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9115;6318419889;;;2018-09-01;2018-04-25;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Taip
9116;7787473586;;;2019-09-02;2019-04-22;Taip;Taip;Fabijoniškių;Taip;Boružėlės;;;"Nuo 4 iki 5 metų";2011-2011;Ozas;Šeškinės;"be eilės";Ne
9117;9334268998;;;2019-09-02;2019-04-23;Taip;Taip;Šeškinės;Taip;Pelėdžiukai;;;"Nuo 5 iki 6 metų";2010-2010;Ozas;Šeškinės;"be eilės";Ne
9118;4573329075;;;2019-09-02;2019-04-19;Taip;Taip;Šeškinės;Taip;Kodelčiukai;;;"Nuo 5 iki 6 metų";2010-2010;Ozas;Šeškinės;"be eilės";Ne
9119;5761120671;;;2019-10-18;2019-06-13;Taip;Taip;Lazdynų;"Sutartis nepasirašyta";"Kačiukai ";;;"Nuo 3 iki 5 metų";2011-2012;Ozas;Šeškinės;"be eilės";Ne
9120;4286058360;;;2019-09-02;2019-04-20;Taip;Taip;Šeškinės;Taip;Aitvarėliai;;;"Nuo 5 iki 7 metų";2009-2010;Ozas;Šeškinės;"be eilės";Ne
9121;7884846331;;;2021-12-13;2021-04-18;Taip;Taip;Šeškinės;Taip;"LOPŠELIS 2021";Lietuvių;"Nėra specifinių pageidavimų";"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9122;2028790918;;;2020-09-01;2020-04-23;Taip;Taip;Pilaitės;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9123;9425514600;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9124;6537969403;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9125;4651875778;;;2020-08-10;2020-04-23;Taip;Taip;Šeškinės;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9126;4221017172;;;2020-09-01;2020-04-23;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9127;5200471559;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Taip
9128;2406452192;;;2020-09-01;2020-04-22;Taip;Taip;Šeškinės;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9129;7668621568;;;2020-02-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9130;4613427694;;;2020-09-01;2020-04-24;Ne;Ne;-;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9131;1727940099;;;2020-07-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9132;2814991917;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9133;3321095288;;;2020-09-01;2020-04-24;Taip;Taip;Fabijoniškių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Taip
9134;9407572017;;;2020-07-01;2020-06-11;Taip;Taip;Šeškinės;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9135;8652415007;;;2020-09-01;2020-04-24;Taip;Taip;Pašilaičių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9136;1646665298;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9137;3053341055;;;2020-09-01;2020-04-23;Taip;Taip;Verkių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9138;7790472692;;;2020-09-01;2020-09-16;Taip;Taip;Fabijoniškių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9139;4027052342;;;2020-09-01;2020-09-16;Taip;Taip;Fabijoniškių;Taip;Bitutės;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Taip
9140;6653963888;;;2019-10-01;2019-04-30;Taip;Taip;Pašilaičių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9141;6894358457;;;2019-09-02;2019-04-22;Taip;Taip;Šeškinės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9142;7611417346;;;2019-09-02;2019-04-30;Taip;Taip;Naujamiesčio;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9143;5163358861;;;2019-09-16;2019-09-11;Taip;Taip;Pašilaičių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9144;8772165816;;;2019-09-02;2019-06-12;Taip;Taip;Šeškinės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9145;6305438823;;;2019-09-02;2019-04-30;Taip;Taip;Pašilaičių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9146;4910534724;;;2019-07-01;2019-04-25;Taip;Taip;Šeškinės;"Sutartis nepasirašyta";Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9147;4424628807;;;2019-09-02;2019-04-22;Taip;Taip;Šnipiškių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9148;9319720476;;;2019-09-02;2019-04-22;Taip;Taip;Šeškinės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9149;2490578190;;;2019-09-02;2019-04-24;Taip;Taip;Fabijoniškių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9150;7789232957;;;2019-09-02;2019-04-22;Taip;Taip;Pilaitės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9151;2531635671;;;2019-09-02;2019-04-25;Taip;Taip;Fabijoniškių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9152;3201905363;;;2019-09-02;2019-04-19;Taip;Taip;Šeškinės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9153;3540922740;;;2019-10-01;2019-04-22;Taip;Taip;Fabijoniškių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9154;1760627703;;;2019-09-02;2019-04-19;Taip;Taip;Fabijoniškių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9155;6339761955;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9156;9093819116;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Taip
9157;4816942139;;;2020-09-01;2020-04-23;Taip;Taip;Pašilaičių;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9158;6625527492;;;2020-09-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9159;2219589781;;;2020-09-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9160;4708600156;;;2020-09-01;2020-04-23;Ne;Ne;-;Taip;Žiogeliai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9161;1671756798;;;2019-09-02;2019-04-20;Taip;Taip;Pašilaičių;Taip;Smalsučiai;;;"Nuo 3 iki 4 metų";2012-2012.5;Ozas;Šeškinės;"be eilės";Ne
9162;6512655578;;;2019-09-02;2019-04-25;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Taip
9163;7934946270;;;2020-09-01;2020-06-11;Taip;Taip;Šeškinės;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9164;6450489273;;;2020-09-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9165;3965391522;;;2020-09-01;2020-04-23;Taip;Taip;Fabijoniškių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9166;6147977507;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9167;5163864774;;;2020-09-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9168;1966851106;;;2020-09-01;2020-04-24;Taip;Taip;Verkių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9169;9403596289;;;2020-09-01;2020-04-22;Ne;Ne;-;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9170;4518705419;;;2020-09-01;2020-04-23;Taip;Taip;Fabijoniškių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9171;6830778640;;;2020-09-01;2020-04-23;Taip;Taip;Naujininkų;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9172;2135426197;;;2020-09-01;2020-06-11;Taip;Taip;Fabijoniškių;Taip;Ančiukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9173;3811450376;;;2020-09-01;2020-04-23;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9174;1175000596;;;2020-09-01;2020-04-23;Taip;Taip;Šeškinės;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9175;3744188377;;;2021-01-01;2020-04-22;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
9176;8447931875;;;2020-09-01;2020-04-23;Taip;Taip;Fabijoniškių;Taip;Nykškukų;;;"Nuo 2 iki 3 metų";2012-2013;Ozas;Šeškinės;"be eilės";Ne
